1	656	50
1	1039	25
1	1184	253
2	656	50
2	903	244
2	2563	33
2	4146	253
3	224	70
3	224	192
3	224	199
3	592	12
3	1068	12
3	1190	12
3	1269	70
3	1269	192
3	1269	199
3	1488	197
3	2518	12
3	3529	12
3	3605	70
3	3605	199
3	3852	12
3	4489	241
4	276	33
4	449	14
4	656	50
4	1184	43
4	2637	198
4	3086	244
4	4220	253
5	1333	203
5	4106	83
7	656	70
8	656	70
9	656	70
9	1422	191
9	4146	77
11	656	70
11	3275	77
12	349	253
12	389	139
12	656	50
12	656	161
12	1039	25
12	1973	25
12	2054	25
12	2637	198
12	3636	25
12	3636	94
12	4143	187
13	2423	50
14	656	70
14	776	181
14	2561	222
14	3965	199
15	656	10
15	1106	229
15	3137	115
16	656	70
16	656	225
16	1184	77
16	4040	148
17	656	70
17	4146	77
18	3497	70
20	656	70
21	604	70
21	604	194
21	651	70
21	1002	70
21	1634	70
21	1894	70
21	1894	194
21	2266	70
21	2423	70
21	2713	70
21	2995	70
21	3497	70
21	3602	70
21	3774	70
21	4016	70
22	1398	93
22	1782	200
22	2702	115
23	2965	198
23	3497	50
23	3497	161
24	560	181
24	656	70
24	656	199
24	1059	229
24	1820	111
24	2556	111
24	2637	222
24	2865	181
24	3375	111
24	3760	181
24	4045	111
25	656	50
25	3829	33
26	656	70
26	1184	77
27	656	70
27	656	229
27	3376	116
28	3497	70
29	2423	70
30	537	70
31	4016	10
33	656	10
33	2637	27
33	2637	176
33	3137	59
34	3497	50
34	3958	253
35	656	70
36	963	70
37	656	50
38	336	265
38	4080	50
39	250	28
39	656	70
39	3538	199
39	3761	52
40	183	181
40	656	70
40	1101	181
40	1472	222
40	3641	199
40	3927	181
41	656	70
42	1158	157
43	1002	70
44	656	70
44	1898	199
45	656	50
45	656	161
45	1184	253
46	656	50
46	3988	25
46	4397	253
47	656	50
47	903	244
47	4146	253
48	656	50
48	1184	43
48	1543	78
48	1844	33
48	2637	198
48	3275	253
48	4100	152
48	4492	130
49	4016	70
50	50	70
50	62	119
50	180	119
50	224	119
50	225	119
50	251	119
50	317	119
50	353	119
50	385	119
50	460	119
50	537	119
50	596	119
50	651	119
50	656	119
50	808	119
50	885	119
50	935	119
50	963	119
50	988	119
50	1002	119
50	1108	28
50	1108	111
50	1485	119
50	1519	119
50	1634	119
50	1770	119
50	1894	119
50	1944	119
50	2018	119
50	2033	119
50	2060	229
50	2060	241
50	2086	119
50	2108	119
50	2125	45
50	2163	119
50	2245	119
50	2266	119
50	2272	119
50	2291	119
50	2423	119
50	2465	119
50	2524	119
50	2659	197
50	2671	119
50	2708	119
50	2713	119
50	2734	119
50	2754	119
50	2837	119
50	2852	119
50	2863	119
50	2869	119
50	2912	119
50	2965	222
50	2995	119
50	3010	119
50	3100	119
50	3184	119
50	3200	119
50	3252	139
50	3389	119
50	3497	119
50	3497	181
50	3602	119
50	3764	45
50	3774	119
50	3780	197
50	3805	119
50	3929	119
50	4016	119
50	4053	119
50	4071	119
50	4080	119
50	4090	119
50	4161	119
50	4429	119
51	656	37
51	656	50
51	1209	16
51	1209	244
51	1850	248
51	2132	78
51	2637	198
52	656	70
52	836	124
52	988	70
52	1002	70
52	1076	124
52	1119	124
52	1184	124
52	2423	70
52	3275	124
52	3290	124
52	3470	124
52	3602	70
52	3999	124
52	4424	124
53	656	70
54	1537	77
54	3100	10
54	3100	70
55	656	70
55	1581	148
56	364	70
56	3602	70
56	4489	241
57	1068	12
57	1108	12
57	2575	12
57	3497	70
58	656	50
58	903	16
58	3837	245
59	2408	206
59	3206	221
60	656	70
62	50	119
62	62	70
62	158	119
62	180	119
62	224	119
62	225	119
62	251	119
62	317	119
62	385	119
62	460	119
62	537	119
62	541	119
62	596	119
62	651	119
62	885	119
