0	67	6
0	321	11
0	321	133
0	1319	142
0	8559	6
1	181	85
1	221	85
1	3281	220
1	3637	220
1	5087	220
1	5433	220
1	7292	92
1	9589	220
1	12866	174
1	12906	371
2	23	152
2	23	241
2	342	92
2	706	315
2	981	315
2	1189	315
2	1205	85
2	1377	111
2	1380	111
2	1463	174
2	1463	183
2	1764	315
2	2158	111
2	2158	224
2	2194	303
2	2785	315
2	3070	111
2	3396	111
2	7119	111
2	8915	111
2	9411	315
3	76	273
3	1040	246
3	1583	41
3	1642	165
3	8819	11
3	8819	85
3	12395	273
4	2211	11
4	4962	133
5	3654	11
6	16	11
6	532	6
6	532	11
6	532	303
6	585	225
6	830	43
6	991	11
6	1087	316
6	3156	85
6	4357	175
7	23	66
7	23	152
7	121	6
7	181	85
7	342	92
7	817	371
7	1377	315
7	1465	220
7	1469	220
7	1474	220
7	1989	372
7	2194	303
7	2335	85
7	2472	220
7	3396	315
7	3836	264
7	3944	315
7	4298	371
7	5716	220
7	8418	220
7	11403	220
7	12296	220
7	12477	220
8	6	41
8	8	331
8	56	231
8	396	41
8	572	231
8	628	273
8	936	208
8	1529	41
8	1563	209
8	1880	85
8	2789	204
8	3522	41
8	4266	208
8	4440	231
8	4821	231
8	5281	41
8	6082	231
8	6082	331
8	7696	231
8	9346	165
9	1618	303
10	23	152
10	120	254
10	207	204
10	290	246
10	409	85
10	411	310
10	723	204
10	966	165
10	966	292
10	966	326
10	973	85
10	1159	204
10	1359	204
10	1534	204
10	1565	204
10	1625	204
10	3389	246
10	3571	204
10	3572	204
10	3980	246
10	4045	204
10	4357	60
10	4363	85
10	5018	204
10	5324	204
10	6020	246
10	7467	204
10	7890	204
10	7947	204
10	10736	204
10	12578	204
10	12776	204
10	13110	204
10	13266	204
11	11	384
11	409	85
11	411	85
11	1425	204
11	1518	204
11	2461	204
11	2580	204
11	2581	204
11	2583	204
11	3994	204
11	5099	204
11	6070	204
11	6155	204
11	6666	204
11	7149	204
11	7538	204
11	7732	204
11	9281	204
11	9283	204
11	10320	204
11	10464	204
11	11866	204
11	12029	204
11	12147	204
11	12973	204
11	12974	204
12	10198	85
13	1023	6
13	1023	41
13	1423	297
13	2197	41
13	3153	297
13	4001	11
14	487	17
14	1563	209
14	2907	165
14	4821	331
16	532	204
16	3156	85
16	5116	316
16	11428	204
16	11725	85
18	18	152
18	23	228
18	29	228
18	29	315
18	90	228
18	186	228
18	186	315
18	240	228
18	246	228
18	480	228
18	632	228
18	710	228
18	755	228
18	755	315
18	759	228
18	761	92
18	902	228
18	1026	228
18	1090	228
18	1091	228
18	1108	228
18	1299	224
18	1302	228
18	1353	111
18	1437	315
18	1463	174
18	1463	183
18	1777	228
18	1923	228
18	1924	228
18	2256	228
18	2457	228
18	2457	315
18	2531	228
18	2531	315
18	2563	228
18	2563	315
18	2577	228
18	2834	85
18	2993	228
18	3166	228
18	3166	315
18	3250	228
18	3296	228
18	3474	228
18	3653	228
18	3799	228
18	3802	228
18	3967	228
18	3967	315
18	4115	228
18	4298	371
18	4511	228
18	4665	228
18	4666	228
18	4668	228
18	4953	277
18	5130	228
18	5507	228
18	5697	228
18	5717	228
18	5719	228
18	5946	228
18	5972	228
18	7076	228
18	7347	228
18	7347	277
18	7347	303
18	7347	315
18	7785	315
18	7904	111
18	7944	111
18	8074	228
18	8074	315
18	8453	277
18	8747	228
18	8802	228
18	8971	193
18	9315	277
18	9611	228
18	9906	277
18	10526	228
18	10703	228
18	11146	228
18	11437	228
18	11506	277
18	11506	303
18	11673	371
18	12547	228
18	12917	111
18	13056	371
19	23	321
19	222	260
19	1463	202
19	1463	236
19	2700	0
19	2700	238
19	9015	396
23	2	111
23	7	224
23	18	228
23	23	152
23	29	228
23	71	111
23	72	224
23	79	228
23	90	228
23	121	111
23	178	228
23	184	111
23	186	228
23	240	228
23	246	228
23	342	92
23	342	303
23	449	111
23	478	228
23	478	315
23	480	228
23	480	315
23	504	228
23	632	228
23	686	111
23	687	111
23	688	111
23	689	111
23	703	111
23	704	111
23	705	111
23	706	111
23	707	111
23	710	228
23	755	228
23	759	228
23	843	228
23	844	228
23	853	228
23	899	111
23	902	228
23	906	111
23	907	224
23	910	228
23	918	111
23	921	111
23	958	228
23	980	111
23	981	111
23	982	111
23	1026	228
23	1071	111
23	1090	228
23	1091	228
23	1128	183
23	1189	111
23	1300	92
23	1302	228
23	1379	228
23	1382	111
23	1390	228
23	1437	315
23	1463	174
23	1463	183
23	1485	228
23	1493	228
23	1633	228
23	1764	111
23	1777	228
23	1777	315
23	1907	228
23	1922	228
23	1923	228
23	1923	315
23	1924	228
23	1959	228
23	1998	228
23	2142	228
23	2170	371
23	2191	111
23	2369	228
23	2370	228
23	2399	135
23	2457	228
23	2466	228
23	2531	228
23	2568	174
23	2568	183
23	2576	111
23	2577	228
23	2577	315
23	2784	111
23	2785	111
23	2834	85
23	2840	111
23	2841	111
23	2884	228
23	2887	111
23	2993	228
23	2999	228
23	3043	228
23	3160	284
23	3166	228
23	3296	228
23	3319	111
23	3342	111
23	3422	315
23	3556	6
23	3556	166
23	3648	228
23	3653	228
23	3670	228
23	3670	315
23	3690	228
23	3735	371
23	3742	228
23	3779	228
23	3799	228
23	3801	228
23	3802	228
23	3967	228
23	4115	228
23	4215	111
23	4298	371
23	4441	23
23	4447	277
23	4470	228
23	4511	228
23	4542	111
23	4665	228
23	4666	228
23	4667	228
23	4668	228
23	4689	111
23	4848	228
23	4868	228
23	4876	228
23	4953	277
23	5130	228
23	5200	228
23	5290	111
23	5507	228
23	5566	228
23	5697	228
23	5717	228
23	5719	228
23	5779	228
23	5921	228
23	5921	315
23	5946	228
23	5970	228
23	5972	228
23	6054	111
23	6806	111
23	7005	228
23	7076	228
23	7097	196
23	7115	111
23	7347	228
23	7506	111
23	7614	367
23	7785	228
23	7877	111
23	7878	111
23	7879	111
23	8074	228
23	8297	111
23	8438	262
23	8453	277
23	8666	205
23	8747	228
23	8802	228
23	9081	228
23	9142	111
23	9256	174
23	9256	183
23	9288	228
23	9315	277
23	9403	111
23	9405	111
23	9406	228
23	9408	228
23	9409	111
23	9410	111
23	9411	111
23	9607	228
23	9611	228
23	9614	228
23	9906	277
23	10280	228
23	10469	228
23	10526	228
23	10658	119
23	10703	228
23	10715	228
23	11146	228
23	11437	228
23	11637	228
23	11778	228
23	12117	228
23	12547	228
23	12622	228
23	12937	228
24	240	152
24	1303	16
24	4067	85
25	23	152
25	672	85
25	7398	60
26	1463	236
27	32	11
27	539	4
27	1656	85
27	5235	11
28	29	152
28	221	85
28	761	92
28	2086	220
28	2435	220
28	10626	85
28	11912	183
28	12292	220
28	13056	371
29	18	228
29	18	315
29	23	228
29	29	152
29	79	228
29	90	228
29	132	228
29	178	228
29	186	228
29	186	315
29	240	228
29	246	228
29	478	228
29	480	228
29	504	228
29	632	228
29	710	228
29	755	228
29	759	228
29	761	92
29	843	228
29	844	228
29	853	228
29	902	228
29	910	228
29	914	228
29	958	228
29	1026	228
29	1090	228
29	1091	228
29	1091	315
29	1108	228
29	1302	228
29	1379	228
29	1390	228
29	1437	228
29	1466	111
29	1466	224
29	1485	228
29	1493	228
29	1513	183
29	1633	228
29	1777	228
29	1907	228
29	1923	228
29	1924	228
29	1959	228
29	1998	228
29	2142	228
29	2256	228
29	2369	228
29	2370	228
29	2457	228
29	2529	111
29	2531	228
29	2531	315
29	2563	228
29	2577	228
29	2578	228
29	2834	85
29	2884	228
29	2884	315
29	2993	228
29	2999	228
29	3021	367
29	3043	228
29	3166	228
29	3250	228
29	3296	228
29	3422	228
29	3474	228
29	3648	228
29	3653	228
29	3670	228
29	3690	228
29	3742	228
29	3779	228
29	3799	228
29	3801	228
29	3801	315
29	3802	228
29	3967	228
29	4020	303
29	4115	228
29	4470	228
29	4511	228
29	4666	228
29	4667	228
29	4667	315
29	4668	228
29	4668	315
29	4804	228
29	4804	315
29	4848	228
29	4868	228
29	4876	228
